netlist,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,
W18,CFG_INREG_DELAY<4>,CFG_INREG_DELAY<5>,XXXX,CFG_INPUTMUX2<0>,XXXX,CFG_CTRLMUX2<10>,CFG_CTRLMUX2<8>,CFG_CTRLMUX2<6>,CFG_CTRLMUX0<6>,CFG_CTRLMUX0<8>,CFG_CTRLMUX0<10>,XXXX,CFG_RMUX1<55>,CFG_RMUX1<53>,CFG_RMUX1<51>,CFG_RMUX1<49>,CFG_RMUX1<7>,CFG_RMUX1<9>,CFG_RMUX1<11>,CFG_RMUX1<13>,
W19,CFG_OUTDELAY<1>,XXXX,XXXX,XXXX,XXXX,CFG_CTRLMUX2<11>,CFG_CTRLMUX2<9>,CFG_CTRLMUX2<7>,CFG_CTRLMUX0<7>,CFG_CTRLMUX0<9>,CFG_CTRLMUX0<11>,XXXX,XXXX,CFG_RMUX1<54>,CFG_RMUX1<52>,CFG_RMUX1<50>,CFG_RMUX1<8>,CFG_RMUX1<10>,CFG_RMUX1<12>,XXXX,
W20,CFG_IN_ASYNC_MODE<2>,CFG_IN_SYNC_MODE<2>,XXXX,CFG_INPUTMUX2<1>,XXXX,CFG_CTRLMUX3<4>,CFG_CTRLMUX3<2>,CFG_CTRLMUX3<0>,CFG_CTRLMUX1<0>,CFG_CTRLMUX1<2>,CFG_CTRLMUX1<4>,XXXX,CFG_RMUX2<6>,CFG_RMUX2<4>,CFG_RMUX2<2>,CFG_RMUX2<0>,CFG_RMUX1<14>,CFG_RMUX1<16>,CFG_RMUX1<18>,CFG_RMUX1<20>,
W21,XXXX,CFG_IN_POWERUP<2>,XXXX,XXXX,XXXX,CFG_CTRLMUX3<5>,CFG_CTRLMUX3<3>,CFG_CTRLMUX3<1>,CFG_CTRLMUX1<1>,CFG_CTRLMUX1<3>,CFG_CTRLMUX1<5>,XXXX,XXXX,CFG_RMUX2<5>,CFG_RMUX2<3>,CFG_RMUX2<1>,CFG_RMUX1<15>,CFG_RMUX1<17>,CFG_RMUX1<19>,XXXX,
W22,CFG_OUT_ASYNC_MODE<2>,CFG_OUT_SYNC_MODE<2>,XXXX,XXXX,XXXX,CFG_CTRLMUX3<10>,CFG_CTRLMUX3<8>,CFG_CTRLMUX3<6>,CFG_CTRLMUX1<6>,CFG_CTRLMUX1<8>,CFG_CTRLMUX1<10>,XXXX,CFG_RMUX2<13>,CFG_RMUX2<11>,CFG_RMUX2<9>,CFG_RMUX2<7>,CFG_RMUX1<21>,CFG_RMUX1<23>,CFG_RMUX1<25>,CFG_RMUX1<27>,
W23,CFG_OE_REG_MODE<2>,CFG_OUT_POWERUP<2>,XXXX,XXXX,XXXX,CFG_CTRLMUX3<11>,CFG_CTRLMUX3<9>,CFG_CTRLMUX3<7>,CFG_CTRLMUX1<7>,CFG_CTRLMUX1<9>,CFG_CTRLMUX1<11>,XXXX,XXXX,CFG_RMUX2<12>,CFG_RMUX2<10>,CFG_RMUX2<8>,CFG_RMUX1<22>,CFG_RMUX1<24>,CFG_RMUX1<26>,XXXX,
W24,CFG_OE_ASYNC_MODE<2>,CFG_OE_SYNC_MODE<2>,CFG_TILECLKMUX<0>,CFG_TILECLKMUX<1>,CFG_TILECLKMUX<2>,CFG_TILECLKMUX<5>,CFG_SEAMMUX<11>,CFG_SEAMMUX<10>,CFG_SEAMMUX<9>,CFG_SEAMMUX<8>,CFG_SEAMMUX<7>,CFG_SEAMMUX<6>,CFG_SEAMMUX<0>,CFG_SEAMMUX<1>,CFG_SEAMMUX<2>,CFG_SEAMMUX<3>,CFG_SEAMMUX<4>,CFG_SEAMMUX<5>,XXXX,XXXX,
W25,CFG_OUT_REG_MODE<2>,CFG_OE_POWERUP<2>,CFG_TILECLKMUX<3>,CFG_TILECLKMUX<4>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W26,CFG_INDA_DELAY<7>,CFG_INDA_DELAY<6>,CFG_TILECLKMUX<6>,CFG_TILECLKMUX<7>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W27,CFG_INREG_DELAY<6>,CFG_INDA_DELAY<8>,CFG_TILECLKMUX<9>,CFG_TILECLKMUX<10>,CFG_TILECLKMUX<11>,CFG_TILECLKMUX<8>,CFG_SEAMMUX<23>,CFG_SEAMMUX<22>,CFG_SEAMMUX<21>,CFG_SEAMMUX<20>,CFG_SEAMMUX<19>,CFG_SEAMMUX<18>,CFG_SEAMMUX<12>,CFG_SEAMMUX<13>,CFG_SEAMMUX<14>,CFG_SEAMMUX<15>,CFG_SEAMMUX<16>,CFG_SEAMMUX<17>,XXXX,XXXX,
W28,CFG_INREG_DELAY<7>,CFG_INREG_DELAY<8>,CFG_TILECLKMUX<12>,CFG_TILECLKMUX<13>,CFG_TILECLKMUX<14>,CFG_TILECLKMUX<17>,CFG_SEAMMUX<35>,CFG_SEAMMUX<34>,CFG_SEAMMUX<33>,CFG_SEAMMUX<32>,CFG_SEAMMUX<31>,CFG_SEAMMUX<30>,CFG_SEAMMUX<24>,CFG_SEAMMUX<25>,CFG_SEAMMUX<26>,CFG_SEAMMUX<27>,CFG_SEAMMUX<28>,CFG_SEAMMUX<29>,XXXX,XXXX,
W29,CFG_OUTDELAY<2>,XXXX,CFG_TILECLKMUX<15>,CFG_TILECLKMUX<16>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W30,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W31,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W32,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W33,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W34,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W35,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W36,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W37,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W38,CFG_IN_ASYNC_MODE<3>,CFG_IN_SYNC_MODE<3>,CFG_TILECLKMUX<18>,CFG_TILECLKMUX<19>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W39,XXXX,CFG_IN_POWERUP<3>,CFG_TILECLKMUX<21>,CFG_TILECLKMUX<22>,CFG_TILECLKMUX<23>,CFG_TILECLKMUX<20>,CFG_SEAMMUX<47>,CFG_SEAMMUX<46>,CFG_SEAMMUX<45>,CFG_SEAMMUX<44>,CFG_SEAMMUX<43>,CFG_SEAMMUX<42>,CFG_SEAMMUX<36>,CFG_SEAMMUX<37>,CFG_SEAMMUX<38>,CFG_SEAMMUX<39>,CFG_SEAMMUX<40>,CFG_SEAMMUX<41>,XXXX,XXXX,
W40,CFG_OUT_ASYNC_MODE<3>,CFG_OUT_SYNC_MODE<3>,CFG_TILECLKMUX<24>,CFG_TILECLKMUX<25>,CFG_TILECLKMUX<26>,CFG_TILECLKMUX<29>,CFG_SEAMMUX<59>,CFG_SEAMMUX<58>,CFG_SEAMMUX<57>,CFG_SEAMMUX<56>,CFG_SEAMMUX<55>,CFG_SEAMMUX<54>,CFG_SEAMMUX<48>,CFG_SEAMMUX<49>,CFG_SEAMMUX<50>,CFG_SEAMMUX<51>,CFG_SEAMMUX<52>,CFG_SEAMMUX<53>,XXXX,XXXX,
W41,CFG_OE_REG_MODE<3>,CFG_OUT_POWERUP<3>,CFG_TILECLKMUX<27>,CFG_TILECLKMUX<28>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W42,CFG_OE_ASYNC_MODE<3>,CFG_OE_SYNC_MODE<3>,CFG_TILECLKMUX<30>,CFG_TILECLKMUX<31>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W43,CFG_OUT_REG_MODE<3>,CFG_OE_POWERUP<3>,CFG_TILECLKMUX<33>,CFG_TILECLKMUX<34>,CFG_TILECLKMUX<35>,CFG_TILECLKMUX<32>,CFG_SEAMMUX<71>,CFG_SEAMMUX<70>,CFG_SEAMMUX<69>,CFG_SEAMMUX<68>,CFG_SEAMMUX<67>,CFG_SEAMMUX<66>,CFG_SEAMMUX<60>,CFG_SEAMMUX<61>,CFG_SEAMMUX<62>,CFG_SEAMMUX<63>,CFG_SEAMMUX<64>,CFG_SEAMMUX<65>,XXXX,XXXX,
W44,CFG_INDA_DELAY<10>,CFG_INDA_DELAY<9>,XXXX,CFG_INPUTMUX3<0>,XXXX,CFG_CTRLMUX4<4>,CFG_CTRLMUX4<2>,CFG_CTRLMUX4<0>,CFG_IOMUX5<14>,CFG_IOMUX5<16>,CFG_IOMUX5<18>,XXXX,CFG_RMUX2<20>,CFG_RMUX2<18>,CFG_RMUX2<16>,CFG_RMUX2<14>,CFG_RMUX3<0>,CFG_RMUX3<2>,CFG_RMUX3<4>,CFG_RMUX3<6>,
W45,CFG_INREG_DELAY<9>,CFG_INDA_DELAY<11>,XXXX,XXXX,XXXX,CFG_CTRLMUX4<5>,CFG_CTRLMUX4<3>,CFG_CTRLMUX4<1>,CFG_IOMUX5<15>,CFG_IOMUX5<17>,CFG_IOMUX5<19>,CFG_IOMUX5<20>,XXXX,CFG_RMUX2<19>,CFG_RMUX2<17>,CFG_RMUX2<15>,CFG_RMUX3<1>,CFG_RMUX3<3>,CFG_RMUX3<5>,XXXX,
W46,CFG_INREG_DELAY<10>,CFG_INREG_DELAY<11>,XXXX,CFG_INPUTMUX3<1>,XXXX,CFG_CTRLMUX4<10>,CFG_CTRLMUX4<8>,CFG_CTRLMUX4<6>,CFG_IOMUX5<21>,CFG_IOMUX5<23>,CFG_IOMUX5<25>,XXXX,CFG_RMUX2<27>,CFG_RMUX2<25>,CFG_RMUX2<23>,CFG_RMUX2<21>,CFG_RMUX3<7>,CFG_RMUX3<9>,CFG_RMUX3<11>,CFG_RMUX3<13>,
W47,CFG_OUTDELAY<3>,XXXX,XXXX,XXXX,XXXX,CFG_CTRLMUX4<11>,CFG_CTRLMUX4<9>,CFG_CTRLMUX4<7>,CFG_IOMUX5<22>,CFG_IOMUX5<24>,CFG_IOMUX5<26>,CFG_IOMUX5<27>,XXXX,CFG_RMUX2<26>,CFG_RMUX2<24>,CFG_RMUX2<22>,CFG_RMUX3<8>,CFG_RMUX3<10>,CFG_RMUX3<12>,XXXX,
W48,CFG_IN_ASYNC_MODE<4>,CFG_IN_SYNC_MODE<4>,XXXX,CFG_INPUTMUX4<0>,XXXX,CFG_CTRLMUX5<4>,CFG_CTRLMUX5<2>,CFG_CTRLMUX5<0>,CFG_IOMUX5<28>,CFG_IOMUX5<30>,CFG_IOMUX5<32>,XXXX,CFG_RMUX2<34>,CFG_RMUX2<32>,CFG_RMUX2<30>,CFG_RMUX2<28>,CFG_RMUX3<14>,CFG_RMUX3<16>,CFG_RMUX3<18>,CFG_RMUX3<20>,
W49,XXXX,CFG_IN_POWERUP<4>,XXXX,XXXX,XXXX,CFG_CTRLMUX5<5>,CFG_CTRLMUX5<3>,CFG_CTRLMUX5<1>,CFG_IOMUX5<29>,CFG_IOMUX5<31>,CFG_IOMUX5<33>,CFG_IOMUX5<34>,XXXX,CFG_RMUX2<33>,CFG_RMUX2<31>,CFG_RMUX2<29>,CFG_RMUX3<15>,CFG_RMUX3<17>,CFG_RMUX3<19>,XXXX,
W50,CFG_OUT_ASYNC_MODE<4>,CFG_OUT_SYNC_MODE<4>,XXXX,CFG_INPUTMUX4<1>,XXXX,CFG_CTRLMUX5<10>,CFG_CTRLMUX5<8>,CFG_CTRLMUX5<6>,CFG_IOMUX5<35>,CFG_IOMUX5<37>,CFG_IOMUX5<39>,XXXX,CFG_RMUX2<41>,CFG_RMUX2<39>,CFG_RMUX2<37>,CFG_RMUX2<35>,CFG_RMUX3<21>,CFG_RMUX3<23>,CFG_RMUX3<25>,CFG_RMUX3<27>,
W51,CFG_OE_REG_MODE<4>,CFG_OUT_POWERUP<4>,XXXX,XXXX,XXXX,CFG_CTRLMUX5<11>,CFG_CTRLMUX5<9>,CFG_CTRLMUX5<7>,CFG_IOMUX5<36>,CFG_IOMUX5<38>,CFG_IOMUX5<40>,CFG_IOMUX5<41>,XXXX,CFG_RMUX2<40>,CFG_RMUX2<38>,CFG_RMUX2<36>,CFG_RMUX3<22>,CFG_RMUX3<24>,CFG_RMUX3<26>,XXXX,
W52,CFG_OE_ASYNC_MODE<4>,CFG_OE_SYNC_MODE<4>,XXXX,XXXX,XXXX,CFG_IOMUX4<4>,CFG_IOMUX4<2>,CFG_IOMUX4<0>,CFG_IOMUX2<28>,CFG_IOMUX2<30>,CFG_IOMUX2<32>,XXXX,CFG_RMUX2<48>,CFG_RMUX2<46>,CFG_RMUX2<44>,CFG_RMUX2<42>,CFG_RMUX3<28>,CFG_RMUX3<30>,CFG_RMUX3<32>,CFG_RMUX3<34>,
W53,CFG_OUT_REG_MODE<4>,CFG_OE_POWERUP<4>,XXXX,XXXX,CFG_IOMUX4<6>,CFG_IOMUX4<5>,CFG_IOMUX4<3>,CFG_IOMUX4<1>,CFG_IOMUX2<29>,CFG_IOMUX2<31>,CFG_IOMUX2<33>,CFG_IOMUX2<34>,XXXX,CFG_RMUX2<47>,CFG_RMUX2<45>,CFG_RMUX2<43>,CFG_RMUX3<29>,CFG_RMUX3<31>,CFG_RMUX3<33>,XXXX,
W54,CFG_INDA_DELAY<13>,CFG_INDA_DELAY<12>,XXXX,XXXX,XXXX,CFG_IOMUX4<11>,CFG_IOMUX4<9>,CFG_IOMUX4<7>,CFG_IOMUX2<35>,CFG_IOMUX2<37>,CFG_IOMUX2<39>,XXXX,CFG_RMUX2<55>,CFG_RMUX2<53>,CFG_RMUX2<51>,CFG_RMUX2<49>,CFG_RMUX3<35>,CFG_RMUX3<37>,CFG_RMUX3<39>,CFG_RMUX3<41>,
W55,CFG_INREG_DELAY<12>,CFG_INDA_DELAY<14>,XXXX,XXXX,CFG_IOMUX4<13>,CFG_IOMUX4<12>,CFG_IOMUX4<10>,CFG_IOMUX4<8>,CFG_IOMUX2<36>,CFG_IOMUX2<38>,CFG_IOMUX2<40>,CFG_IOMUX2<41>,XXXX,CFG_RMUX2<54>,CFG_RMUX2<52>,CFG_RMUX2<50>,CFG_RMUX3<36>,CFG_RMUX3<38>,CFG_RMUX3<40>,XXXX,
W56,CFG_INREG_DELAY<13>,CFG_INREG_DELAY<14>,XXXX,XXXX,XXXX,CFG_IOMUX4<18>,CFG_IOMUX4<16>,CFG_IOMUX4<14>,CFG_IOMUX3<0>,CFG_IOMUX3<2>,CFG_IOMUX3<4>,XXXX,CFG_RMUX5<20>,CFG_RMUX5<18>,CFG_RMUX5<16>,CFG_RMUX5<14>,CFG_RMUX3<42>,CFG_RMUX3<44>,CFG_RMUX3<46>,CFG_RMUX3<48>,
W57,CFG_OUTDELAY<4>,XXXX,XXXX,XXXX,CFG_IOMUX4<20>,CFG_IOMUX4<19>,CFG_IOMUX4<17>,CFG_IOMUX4<15>,CFG_IOMUX3<1>,CFG_IOMUX3<3>,CFG_IOMUX3<5>,CFG_IOMUX3<6>,XXXX,CFG_RMUX5<19>,CFG_RMUX5<17>,CFG_RMUX5<15>,CFG_RMUX3<43>,CFG_RMUX3<45>,CFG_RMUX3<47>,XXXX,
W58,CFG_IN_ASYNC_MODE<5>,CFG_IN_SYNC_MODE<5>,XXXX,CFG_INPUTMUX5<0>,XXXX,CFG_IOMUX4<25>,CFG_IOMUX4<23>,CFG_IOMUX4<21>,CFG_IOMUX3<7>,CFG_IOMUX3<9>,CFG_IOMUX3<11>,XXXX,CFG_RMUX5<27>,CFG_RMUX5<25>,CFG_RMUX5<23>,CFG_RMUX5<21>,CFG_RMUX3<49>,CFG_RMUX3<51>,CFG_RMUX3<53>,CFG_RMUX3<55>,
W59,XXXX,CFG_IN_POWERUP<5>,XXXX,XXXX,CFG_IOMUX4<27>,CFG_IOMUX4<26>,CFG_IOMUX4<24>,CFG_IOMUX4<22>,CFG_IOMUX3<8>,CFG_IOMUX3<10>,CFG_IOMUX3<12>,CFG_IOMUX3<13>,XXXX,CFG_RMUX5<26>,CFG_RMUX5<24>,CFG_RMUX5<22>,CFG_RMUX3<50>,CFG_RMUX3<52>,CFG_RMUX3<54>,XXXX,
W60,CFG_OUT_ASYNC_MODE<5>,CFG_OUT_SYNC_MODE<5>,XXXX,CFG_INPUTMUX5<1>,XXXX,CFG_IOMUX4<32>,CFG_IOMUX4<30>,CFG_IOMUX4<28>,CFG_IOMUX3<14>,CFG_IOMUX3<16>,CFG_IOMUX3<18>,XXXX,CFG_RMUX5<34>,CFG_RMUX5<32>,CFG_RMUX5<30>,CFG_RMUX5<28>,CFG_RMUX4<0>,CFG_RMUX4<2>,CFG_RMUX4<4>,CFG_RMUX4<6>,
