netlist,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,
W33,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W34,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W35,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W36,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX6<8>,CFG_IOMUX6<7>,CFG_IOMUX6<6>,CFG_IOMUX6<3>,CFG_IOMUX6<1>,XXXX,CFG_SEAMMUX6<0>,CFG_SEAMMUX6<1>,CFG_SEAMMUX6<2>,CFG_SEAMMUX6<3>,CFG_SEAMMUX6<4>,CFG_SEAMMUX6<5>,XXXX,XXXX,
W37,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W38,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX6<9>,CFG_IOMUX6<4>,CFG_IOMUX6<5>,CFG_IOMUX6<2>,CFG_IOMUX6<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W39,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX7<9>,CFG_IOMUX7<4>,CFG_IOMUX7<5>,CFG_IOMUX7<2>,CFG_IOMUX7<0>,XXXX,CFG_SEAMMUX7<0>,CFG_SEAMMUX7<1>,CFG_SEAMMUX7<2>,CFG_SEAMMUX7<3>,CFG_SEAMMUX7<4>,CFG_SEAMMUX7<5>,XXXX,XXXX,
W40,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_SEAMMUX8<0>,CFG_SEAMMUX8<1>,CFG_SEAMMUX8<2>,CFG_SEAMMUX8<3>,CFG_SEAMMUX8<4>,CFG_SEAMMUX8<5>,XXXX,XXXX,
W41,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX7<8>,CFG_IOMUX7<7>,CFG_IOMUX7<6>,CFG_IOMUX7<3>,CFG_IOMUX7<1>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W42,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX8<8>,CFG_IOMUX8<7>,CFG_IOMUX8<6>,CFG_IOMUX8<3>,CFG_IOMUX8<1>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W43,CFG_ENA_REG_MODE<5>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_SEAMMUX9<0>,CFG_SEAMMUX9<1>,CFG_SEAMMUX9<2>,CFG_SEAMMUX9<3>,CFG_SEAMMUX9<4>,CFG_SEAMMUX9<5>,XXXX,XXXX,
W44,CFG_INPUTMUX<2>,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX8<9>,CFG_IOMUX8<4>,CFG_IOMUX8<5>,CFG_IOMUX8<2>,CFG_IOMUX8<0>,XXXX,CFG_SEAMMUX10<0>,CFG_SEAMMUX10<1>,CFG_SEAMMUX10<2>,CFG_SEAMMUX10<3>,CFG_SEAMMUX10<4>,CFG_SEAMMUX10<5>,XXXX,XXXX,
W45,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX9<9>,CFG_IOMUX9<4>,CFG_IOMUX9<5>,CFG_IOMUX9<2>,CFG_IOMUX9<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W46,CFG_INPUTMUX<3>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W47,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX9<8>,CFG_IOMUX9<7>,CFG_IOMUX9<6>,CFG_IOMUX9<3>,CFG_IOMUX9<1>,XXXX,CFG_SEAMMUX11<0>,CFG_SEAMMUX11<1>,CFG_SEAMMUX11<2>,CFG_SEAMMUX11<3>,CFG_SEAMMUX11<4>,CFG_SEAMMUX11<5>,XXXX,XXXX,
W48,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX10<8>,CFG_IOMUX10<7>,CFG_IOMUX10<6>,CFG_IOMUX10<3>,CFG_IOMUX10<1>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W49,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W50,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX10<9>,CFG_IOMUX10<4>,CFG_IOMUX10<5>,CFG_IOMUX10<2>,CFG_IOMUX10<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W51,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX11<9>,CFG_IOMUX11<4>,CFG_IOMUX11<5>,CFG_IOMUX11<2>,CFG_IOMUX11<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W52,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W53,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_IOMUX11<8>,CFG_IOMUX11<7>,CFG_IOMUX11<6>,CFG_IOMUX11<3>,CFG_IOMUX11<1>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W54,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W55,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W56,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W57,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W58,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W59,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W60,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W61,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W62,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W63,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W64,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W65,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W66,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W67,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,

